dataset,dataset_name,ds_class,model,tag,vendor,arm,blocks,n_call,n_queried,trunc,reasoning,cost,think,n_pred,n_usable,n_mol,level,n_bins,mp_chance_hit,mp_p_hit,mp_chance_deep,mp_p_deep,rs_chance_hit,rs_p_hit,rs_chance_deep,rs_p_deep,rs_chance_hit3,rs_p_hit3,rs_chance_R23,rs_p_R23,pearson,spearman,rmse,medae,m1,m2,m3,h1,h2,h3,hit,hit_stat,deep,deep_stat,hit3,hit3_all,R12,R23,chance_hit,p_hit,chance_deep,p_deep,mb_chance_hit,mb_p_hit,mb_chance_deep,mb_p_deep,hit_lo,hit_hi,deep_lo,deep_hi,chance_hit3,p_hit3,chance_R12,p_R12,chance_R23,p_R23,mb_chance_hit3,mb_p_hit3,mb_chance_R12,mb_p_R12,mb_chance_R23,mb_p_R23,q_hit_joint,q_deep_joint,decided_at,q_hit_used,q_deep_used,regime,excess
lipophilicity,Lipophilicity,measured,Mistral Large 2512,mistrall,Mistral,t1024,2,500,500,0.0,max_tokens:1024,0.0272,0.0,500,274,274,3,20,0.533,0.4358,11.4566,0.2879,0.7259,0.5967,15.995,0.4783,0.7259,0.5967,15.995,0.4783,0.4686,0.4431,1.1126,0.71,111,12,2,111,12,2,0.7299,hit3,16.6667,R23,0.7299,0.4,10.8108,16.6667,0.3708,0.2674,10.7108,0.2854,0.502,0.4123,10.6408,0.2449,0.0,1.8248,0.0,42.8571,0.3708,0.2674,10.3486,0.4318,10.7108,0.2854,0.502,0.4123,11.9252,0.6882,10.6408,0.2449,0.7131,0.5136,2,,,clean,0.9065508335289975
lipophilicity,Lipophilicity,measured,Claude Opus 5,opus5,Anthropic,reg,1,500,500,0.0,none,0.7792,0.0,500,274,274,3,20,0.2704,1.0,3.5581,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7818,0.7726,0.8406,0.485,144,18,0,144,18,0,0.0,hit3,0.0,R23,0.0,0.0,12.5,0.0,0.0872,1.0,2.6278,1.0,0.2922,1.0,3.8313,1.0,0.0,0.0,0.0,0.0,0.0872,1.0,10.6821,0.2834,2.6278,1.0,0.2922,1.0,14.846,0.8881,3.8313,1.0,1.0,1.0,3,1.0,1.0,clean,0.0
lipophilicity,Lipophilicity,measured,Claude Opus 5,opus5,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,1.7752,51.0,500,274,274,3,20,0.1604,1.0,1.9631,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8196,0.8037,0.7362,0.41,143,25,0,143,25,0,0.0,hit3,0.0,R23,0.0,0.0,17.4825,0.0,0.0188,1.0,0.5579,1.0,0.1735,1.0,2.1414,1.0,0.0,0.0,0.0,0.0,0.0188,1.0,10.8694,0.0295,0.5579,1.0,0.1735,1.0,16.1526,0.2749,2.1414,1.0,1.0,1.0,3,1.0,1.0,clean,0.0
lipophilicity,Lipophilicity,measured,Qwen3-235B,qwen3,Alibaba,reg,1,500,500,0.0,max_tokens:128,0.0156,0.0,500,274,274,3,20,0.1965,0.4443,8.7651,0.1094,0.3593,0.6327,21.1775,0.4308,0.3593,0.6327,21.1775,0.4308,0.3972,0.3482,1.6039,1.125,72,4,1,72,4,1,0.365,hit3,25.0,R23,0.365,0.2,5.5556,25.0,0.31,0.5807,12.0404,0.1844,0.1954,0.4538,8.4352,0.0985,0.0,1.0949,0.0,75.0,0.31,0.5807,10.1614,0.911,12.0404,0.1844,0.1954,0.4538,8.8762,0.946,8.4352,0.0985,0.8636,0.365,2,,,clean,0.6258984700660192
lipophilicity,Lipophilicity,measured,Qwen3-235B,qwen3,Alibaba,t1024,2,500,500,0.0,max_tokens:1024,0.0155,0.0,500,274,274,3,20,0.3544,0.6717,14.1038,0.2179,0.3692,0.6382,17.9033,0.3563,0.3692,0.6382,17.9033,0.3563,0.3707,0.3485,1.673,1.04,84,4,1,84,5,1,0.365,hit3,25.0,R23,0.365,0.2,4.7619,25.0,0.2746,0.5157,12.1332,0.2179,0.3536,0.6812,13.6715,0.1994,0.0,1.0949,0.0,100.0,0.2746,0.5157,10.1087,0.9365,12.1332,0.2179,0.3536,0.6812,8.9752,0.979,13.6715,0.1994,0.9662,0.4387,2,,,clean,0.5305619930475087
lipophilicity,Lipophilicity,measured,GPT-5.6 sol,sol,OpenAI,reg,1,500,500,0.0,none,0.3044,0.0,500,274,274,3,20,0.1954,0.4393,6.7699,0.3498,0.3701,0.6517,10.3851,0.4393,0.3701,0.6517,10.3851,0.4393,0.5368,0.5261,1.1511,0.805,97,9,1,97,9,1,0.365,hit3,11.1111,R23,0.365,0.2,9.2784,11.1111,0.2759,0.5332,10.2299,0.4593,0.1726,0.3958,6.1944,0.3228,0.0,1.0949,0.0,37.5,0.2759,0.5332,9.4827,0.5047,10.2299,0.4593,0.1726,0.3958,8.0816,0.3198,6.1944,0.3228,0.7871,0.707,2,,,clean,1.1480894872302514
lipophilicity,Lipophilicity,measured,GPT-5.6 sol,sol,OpenAI,t1024,2,500,500,0.0,low,5.97,791.0,500,274,274,3,20,0.5212,0.7671,11.328,0.6642,0.3745,0.6487,7.867,0.4743,0.3745,0.6487,7.867,0.4743,0.6956,0.6803,0.9927,0.74,94,13,1,94,13,1,0.365,hit3,7.6923,R23,0.365,0.2,13.8298,7.6923,0.2277,0.4738,8.5012,0.4683,0.5301,0.8011,11.6479,0.6992,0.0,1.0949,0.0,25.0,0.2277,0.4738,10.4937,0.1849,8.5012,0.4683,0.5301,0.8011,14.0425,0.5127,11.6479,0.6992,1.0,0.9726,2,,,clean,0.9848531244436532
lipophilicity,Lipophilicity,measured,Claude Sonnet 5,sonnet5,Anthropic,reg,1,500,500,0.0,none,0.3116,0.0,500,274,274,3,20,0.2522,0.5277,3.7927,0.4598,0.3653,0.6262,4.8871,0.4583,0.3653,0.6262,4.8871,0.4583,0.5237,0.5078,1.1602,0.64,119,20,1,119,23,1,0.365,hit3,5.0,R23,0.365,0.2,16.8067,5.0,0.1697,0.3933,4.8104,0.3928,0.2401,0.5067,3.6766,0.4608,0.0,1.0949,0.0,16.6667,0.1697,0.3933,10.6224,0.0345,4.8104,0.3928,0.2401,0.5067,14.7706,0.1509,3.6766,0.4608,0.9132,0.8696,3,0.7361306358381503,0.6962789579158316,clean,1.0001
lipophilicity,Lipophilicity,measured,Claude Sonnet 5,sonnet5,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,0.443,0.0,500,274,274,3,20,0.0316,1.0,0.6334,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5356,0.5178,1.1321,0.635,123,14,0,123,15,0,0.0,hit3,0.0,R23,0.0,0.0,11.3821,0.0,0.0555,1.0,1.4978,1.0,0.0343,1.0,0.7069,1.0,0.0,0.0,0.0,0.0,0.0555,1.0,11.3384,0.4823,1.4978,1.0,0.0343,1.0,11.3086,0.4983,0.7069,1.0,1.0,1.0,2,,,clean,1.0064994782731727
lipophilicity,Lipophilicity,measured,GPT-5.6 terra,terra,OpenAI,reg,1,500,500,0.0,none,0.0608,0.0,500,274,274,3,20,0.3845,0.6817,9.4021,0.4398,0.3609,0.6367,8.6294,0.3888,0.3609,0.6367,8.6294,0.3888,0.466,0.4674,1.1786,0.85,83,10,1,83,10,1,0.365,hit3,10.0,R23,0.365,0.2,12.0482,10.0,0.294,0.5532,9.3859,0.4583,0.3892,0.6747,9.2946,0.4293,0.0,1.0949,0.0,33.3333,0.294,0.5532,10.8827,0.3458,9.3859,0.4583,0.3892,0.6747,13.6347,0.7646,9.2946,0.4293,1.0,0.8313,2,,,clean,0.8836424710481344
lipophilicity,Lipophilicity,measured,GPT-5.6 terra,terra,OpenAI,t1024,2,500,500,0.0,low,2.1341,1034.0,500,274,274,3,20,0.2062,1.0,5.0886,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6908,0.6758,1.0577,0.695,108,9,0,108,9,0,0.0,hit3,0.0,R23,0.0,0.0,8.3333,0.0,0.2029,1.0,7.0959,1.0,0.2223,1.0,5.4807,1.0,0.0,0.0,0.0,0.0,0.2029,1.0,10.5339,0.7306,7.0959,1.0,0.2223,1.0,10.9333,0.8686,5.4807,1.0,1.0,1.0,2,,,clean,0.762194396934137
ppbr,PPBR (AZ),measured,Gemini 2.5 Pro,gem25pro,Google,reg,1,500,500,0.0,minimal,2.173,836.5,500,488,488,3,20,2.4853,0.8376,19.3522,0.7611,1.8969,0.4413,11.3589,0.081,1.8969,0.4413,11.3589,0.081,0.4108,0.3896,19.7482,4.075,236,61,10,236,61,11,2.0492,hit3,16.3934,R23,2.0492,2.0,25.8475,16.3934,1.4283,0.1599,15.6136,0.4173,2.5094,0.8501,19.5148,0.7771,1.0246,3.4836,7.6923,26.7907,1.4283,0.1599,20.7063,0.024,15.6136,0.4173,2.5094,0.8501,26.4437,0.7146,19.5148,0.7771,1.0,1.0,3,0.9699492447129909,0.9315316375198728,clean,0.8166095480991472
ppbr,PPBR (AZ),measured,Gemini 2.5 Pro,gem25pro,Google,t1024,1,500,500,0.0,max_tokens:1024,1.9024,739.0,500,488,488,3,20,2.2776,0.1819,18.1716,0.1164,2.9924,0.6022,17.267,0.078,2.9924,0.6022,17.267,0.078,0.3491,0.354,20.2782,3.96,246,60,14,246,60,16,2.8689,hit3,23.3333,R23,2.8689,2.8,24.3902,23.3333,1.4697,0.008,16.0578,0.0935,2.2602,0.1649,17.9971,0.1054,1.6342,4.5082,12.6979,34.4276,1.4697,0.008,20.6965,0.081,16.0578,0.0935,2.2602,0.1649,24.899,0.7061,17.9971,0.1054,0.3831,0.2619,3,0.3315589333333333,0.2310220930232558,clean,1.2693124502256437
ppbr,PPBR (AZ),measured,Gemini 3.1 Flash-Lite,gem31flashlite,Google,reg,1,495,495,0.0,none,0.0122,0.0,495,483,483,3,20,1.4685,0.7626,13.6902,0.6277,1.7211,0.8441,11.658,0.4098,1.7211,0.8441,11.658,0.4098,0.3919,0.3564,19.1235,3.8,226,49,6,226,49,9,1.2422,hit3,12.2449,R23,1.2422,1.2121,21.6814,12.2449,1.0997,0.4478,13.2488,0.5507,1.4636,0.7576,13.6278,0.6182,0.4141,2.2774,4.2553,21.7391,1.0997,0.4478,19.6717,0.2219,13.2488,0.5507,1.4636,0.7576,23.2899,0.902,13.6278,0.6182,1.0,0.9873,3,0.921069887278583,0.8395526032315977,clean,0.8487291609729434
ppbr,PPBR (AZ),measured,Gemini 3.1 Flash-Lite,gem31flashlite,Google,t1024,1,500,500,0.0,max_tokens:1024,0.2764,694.0,500,488,488,3,20,2.0362,0.7216,17.907,0.6667,1.6831,0.4473,11.9865,0.1429,1.6831,0.4473,11.9865,0.1429,0.4839,0.4397,17.8642,3.8,246,56,9,246,57,9,1.8443,hit3,16.0714,R23,1.8443,1.8,22.7642,16.0714,1.042,0.0725,13.3004,0.2939,2.0534,0.7236,18.0702,0.6707,0.8145,3.0738,6.9767,26.2341,1.042,0.0725,19.3253,0.1054,13.3004,0.2939,2.0534,0.7236,22.6459,0.4638,18.0702,0.6707,0.9848,0.9552,3,0.9078109816971714,0.8762314878892733,clean,0.8981688906204345
ppbr,PPBR (AZ),measured,Gemini 3.1 Pro,gem31pro,Google,reg,1,500,500,0.0,max_tokens:128,0.6675,164.0,500,488,488,3,20,0.8327,0.9505,8.6478,0.8891,0.6675,0.8296,5.2453,0.5957,0.6675,0.8296,5.2453,0.5957,0.5381,0.5714,16.2313,4.6,238,46,2,238,51,3,0.4098,hit3,4.3478,R23,0.4098,0.4,19.3277,4.3478,0.4496,0.6567,9.048,0.7976,0.8544,0.9465,8.8425,0.8916,0.0,1.0246,0.0,11.1111,0.4496,0.6567,16.1592,0.1384,9.048,0.7976,0.8544,0.9465,20.1951,0.7371,8.8425,0.8916,1.0,1.0,3,1.0,0.9959502222222222,clean,0.47963483146067415
ppbr,PPBR (AZ),measured,Gemini 3.1 Pro,gem31pro,Google,t1024,1,500,500,0.0,max_tokens:1024,1.1106,318.5,500,488,488,3,20,0.9546,0.3008,11.9198,0.1304,1.0023,0.3653,9.7567,0.0505,1.0023,0.3653,9.7567,0.0505,0.5189,0.5911,17.1176,5.77,207,35,6,207,38,6,1.2295,hit3,17.1429,R23,1.2295,1.2,16.9082,17.1429,0.4345,0.02,9.2024,0.1044,0.9352,0.2884,11.6402,0.1094,0.4098,2.2541,5.5556,30.5556,0.4345,0.02,16.4318,0.4158,9.2024,0.1044,0.9352,0.2884,18.9354,0.9345,11.6402,0.1094,0.5799,0.2694,3,0.5022023094688222,0.23743438395415473,clean,1.3146920444824637
ppbr,PPBR (AZ),measured,Gemini 3.5 Flash,gem35flash,Google,reg,1,500,500,0.0,minimal,0.0737,0.0,500,488,488,3,20,0.5741,0.8066,10.5834,0.6067,0.3627,0.5172,5.5274,0.2119,0.3627,0.5172,5.5274,0.2119,0.4093,0.3538,17.886,5.445,177,23,2,177,25,2,0.4098,hit3,8.6957,R23,0.4098,0.4,12.9944,8.6957,0.3859,0.5542,8.6786,0.4678,0.5907,0.8186,10.7725,0.6107,0.0,1.0246,0.0,21.0526,0.3859,0.5542,14.9199,0.7401,8.6786,0.4678,0.5907,0.8186,14.8902,0.8856,10.7725,0.6107,1.0,0.9873,3,0.9569370542635658,0.8356947368421053,clean,0.6937531742001015
ppbr,PPBR (AZ),measured,Gemini 3.5 Flash,gem35flash,Google,t1024,1,500,500,0.0,max_tokens:1024,1.2558,505.0,500,488,488,3,20,0.915,0.2704,10.6978,0.1974,1.0488,0.4118,9.3719,0.1159,1.0488,0.4118,9.3719,0.1159,0.5949,0.6035,15.2334,4.09,240,42,6,240,43,7,1.2295,hit3,14.2857,R23,1.2295,1.2,17.5,14.2857,0.4798,0.0215,8.8358,0.1624,0.9095,0.2419,10.6146,0.1764,0.4098,2.459,4.4444,26.3158,0.4798,0.0215,16.7173,0.3863,8.8358,0.1624,0.9095,0.2419,17.5558,0.5212,10.6146,0.1764,0.5113,0.4035,3,0.4416285714285715,0.34727310704960834,clean,1.3518416712479384
ppbr,PPBR (AZ),measured,Gemini 3.6 Flash,gem36flash,Google,reg,1,500,500,0.0,minimal,0.0358,0.0,500,488,488,3,20,1.0469,0.8046,10.3105,0.7171,0.7552,0.5012,6.6006,0.3128,0.7552,0.5012,6.6006,0.3128,0.4487,0.4589,17.1099,4.18,224,49,4,224,50,4,0.8197,hit3,8.1633,R23,0.8197,0.8,21.875,8.1633,0.6755,0.4238,10.9289,0.6577,1.0685,0.8076,10.5023,0.7136,0.2049,1.6445,1.851,16.951,0.6755,0.4238,17.6489,0.077,10.9289,0.6577,1.0685,0.8076,22.0644,0.5592,10.5023,0.7136,1.0,1.0,3,0.9484897196261681,0.9049267226890755,clean,0.7671502105755732
ppbr,PPBR (AZ),measured,Gemini 3.6 Flash,gem36flash,Google,t1024,1,500,500,0.0,max_tokens:1024,1.6662,531.5,500,488,488,3,20,1.0925,0.8271,11.3095,0.7306,0.9645,0.6862,7.6803,0.3648,0.9645,0.6862,7.6803,0.3648,0.5877,0.604,15.2671,3.685,241,46,4,241,47,5,0.8197,hit3,8.6957,R23,0.8197,0.8,19.0871,8.6957,0.4927,0.2229,8.2169,0.4328,1.1015,0.8326,11.3756,0.7496,0.2049,1.6393,2.0408,16.6745,0.4927,0.2229,17.7919,0.3128,8.2169,0.4328,1.1015,0.8326,19.7206,0.6857,11.3756,0.7496,1.0,0.9914,3,0.9629853881278538,0.9166538087520258,clean,0.74416704493872
ppbr,PPBR (AZ),measured,Gemini 3 Flash,gem3flash,Google,reg,1,500,500,0.0,none,0.0246,0.0,500,488,488,3,20,0.6165,0.1489,9.5036,0.0705,0.9049,0.4463,10.7281,0.1324,0.9049,0.4463,10.7281,0.1324,0.3824,0.3977,18.6669,5.015,205,30,5,205,31,5,1.0246,hit3,16.6667,R23,1.0246,1.0,14.6341,16.6667,0.481,0.0775,9.2904,0.1119,0.5967,0.1369,9.1158,0.0555,0.2049,2.0492,3.7004,32.1481,0.481,0.0775,15.8545,0.6677,9.2904,0.1119,0.5967,0.1369,15.6441,0.7736,9.1158,0.0555,0.4442,0.236,3,0.28435977961432507,0.134125,clean,1.7171107759343052
ppbr,PPBR (AZ),measured,Gemini 3 Flash,gem3flash,Google,t1024,1,500,500,0.0,max_tokens:1024,0.6662,846.5,500,488,488,3,20,0.7231,0.4928,8.3741,0.4088,0.9005,0.6367,9.2674,0.4573,0.9005,0.6367,9.2674,0.4573,0.4936,0.4821,17.1722,5.025,208,43,4,208,44,5,0.8197,hit3,9.3023,R23,0.8197,0.8,20.6731,9.3023,0.4278,0.1614,9.2623,0.4508,0.7109,0.4678,8.2454,0.3878,0.2049,1.6393,2.0833,19.151,0.4278,0.1614,15.3306,0.036,9.2623,0.4508,0.7109,0.4678,20.4175,0.4368,8.2454,0.3878,0.7617,0.6921,3,0.7040343313373254,0.6117179916317991,clean,1.1530454353636237
ppbr,PPBR (AZ),measured,GPT-4.1,gpt41,OpenAI,reg,1,500,500,0.0,none,0.1986,0.0,500,488,488,3,20,0.6015,0.6057,7.5562,0.5882,0.5552,0.5062,5.3056,0.2604,0.5552,0.5062,5.3056,0.2604,0.2877,0.3017,19.1807,4.925,209,42,3,209,42,3,0.6148,hit3,7.1429,R23,0.6148,0.6,20.0957,7.1429,0.6446,0.6077,10.7093,0.7296,0.6186,0.6272,7.7856,0.6092,0.0,1.4344,0.0,16.2791,0.6446,0.6077,16.6139,0.1134,10.7093,0.7296,0.6186,0.6272,19.0923,0.2139,7.7856,0.6092,0.9873,0.9873,3,0.8475068100358423,0.8356947368421053,clean,0.9938570966698997
ppbr,PPBR (AZ),measured,GPT-4.1,gpt41,OpenAI,t1024,1,500,500,0.0,max_tokens:1024,0.1986,0.0,500,488,488,3,20,1.3744,0.8461,13.5108,0.7171,1.011,0.5522,7.9643,0.1934,1.011,0.5522,7.9643,0.1934,0.2761,0.2938,19.0603,4.345,226,46,5,226,49,6,1.0246,hit3,10.8696,R23,1.0246,1.0,20.354,10.8696,0.6964,0.2589,11.0215,0.4773,1.3718,0.8386,13.4547,0.7121,0.2049,2.0492,3.0281,20.9302,0.6964,0.2589,16.4769,0.076,11.0215,0.4773,1.3718,0.8386,22.1889,0.9285,13.4547,0.7121,1.0,0.9817,3,0.9629853881278538,0.9049267226890755,clean,0.7469018807406328
ppbr,PPBR (AZ),measured,GPT-5,gpt5,OpenAI,reg,1,500,500,0.0,minimal,0.2185,0.0,499,487,487,3,20,1.2128,0.961,12.0942,0.8901,0.6435,0.5957,4.6876,0.2239,0.6435,0.5957,4.6876,0.2239,0.1976,0.146,20.8259,4.21,229,45,3,229,45,4,0.616,hit3,6.6667,R23,0.616,0.6012,19.6507,6.6667,1.2845,0.9595,13.8916,0.9365,1.213,0.9605,12.0824,0.8911,0.0,1.4374,0.0,14.2857,1.2845,0.9595,20.4847,0.6157,13.8916,0.9365,1.213,0.9605,21.3614,0.9335,12.0824,0.8911,1.0,1.0,3,1.0,0.9959502222222222,clean,0.5078318219291014
ppbr,PPBR (AZ),measured,GPT-5,gpt5,OpenAI,t1024,1,500,500,0.0,low,6.1879,1088.0,500,488,488,3,20,1.9327,0.9965,15.6824,0.995,0.9842,0.7071,5.8969,0.3818,0.9842,0.7071,5.8969,0.3818,0.4064,0.3939,19.6787,3.955,240,61,4,240,62,4,0.8197,hit3,6.5574,R23,0.8197,0.8,25.4167,6.5574,1.009,0.7346,11.4199,0.8441,1.9985,0.9975,16.218,0.994,0.2049,1.8443,1.492,14.0681,1.009,0.7346,20.9584,0.042,11.4199,0.8441,1.9985,0.9975,24.9809,0.3563,16.218,0.994,1.0,1.0,3,1.0,1.0,clean,0.41015761821366026
ppbr,PPBR (AZ),measured,GPT-5.5,gpt55,OpenAI,reg,1,500,500,0.0,none,0.2794,0.0,500,488,488,3,20,1.6553,0.8856,17.0322,0.8426,1.2214,0.5557,9.5648,0.2144,1.2214,0.5557,9.5648,0.2144,0.4144,0.4351,18.5008,4.73,218,48,6,218,49,6,1.2295,hit3,12.5,R23,1.2295,1.2,22.0183,12.5,0.8569,0.2394,13.1629,0.5172,1.6615,0.8796,17.0579,0.8481,0.4098,2.2541,4.0796,22.7273,0.8569,0.2394,18.3523,0.1019,13.1629,0.5172,1.6615,0.8796,21.9722,0.5047,17.0579,0.8481,1.0,1.0,3,0.9900885245901638,0.9699492447129909,clean,0.7399939813421608
ppbr,PPBR (AZ),measured,GPT-5.5,gpt55,OpenAI,t1024,1,500,500,0.0,low,4.6305,516.0,500,488,488,3,20,2.0652,0.5992,17.8409,0.4333,2.1744,0.6072,13.8672,0.1374,2.1744,0.6072,13.8672,0.1374,0.4686,0.5107,17.9037,3.735,248,54,10,248,57,11,2.0492,hit3,18.5185,R23,2.0492,2.0,21.7742,18.5185,0.9322,0.0145,13.83,0.2094,2.0763,0.5902,17.8847,0.4323,0.8197,3.4836,8.3299,29.7365,0.9322,0.0145,17.5903,0.0645,13.83,0.2094,2.0763,0.5902,22.913,0.8346,17.8847,0.4323,0.8911,0.7327,3,0.8172253211009175,0.661164705882353,clean,0.9869479362327217
ppbr,PPBR (AZ),measured,Grok 4.3,grok43,xAI,reg,1,500,500,0.0,none,0.1095,0.0,500,488,488,3,20,0.3853,0.5862,5.8942,0.4978,0.3038,0.4328,4.075,0.2524,0.3038,0.4328,4.075,0.2524,0.1918,0.1811,19.4478,5.995,173,33,2,173,34,2,0.4098,hit3,6.0606,R23,0.4098,0.4,19.0751,6.0606,0.5829,0.7831,10.8099,0.7776,0.3906,0.5902,5.9979,0.5107,0.0,1.0246,0.0,16.0,0.5829,0.7831,16.5704,0.1919,10.8099,0.7776,0.3906,0.5902,18.1348,0.2829,5.9979,0.5107,0.9764,0.9167,3,0.8172253211009175,0.7398444444444444,clean,1.0491551459293396
ppbr,PPBR (AZ),measured,Grok 4.3,grok43,xAI,t1024,1,500,500,0.0,max_tokens:1024,2.0904,1394.5,498,486,486,3,20,1.1906,0.2049,10.5044,0.068,1.7388,0.5982,12.5924,0.2039,1.7388,0.5982,12.5924,0.2039,0.2118,0.3852,38.7366,3.79,236,50,8,236,50,10,1.6461,hit3,16.0,R23,1.6461,1.6064,21.1864,16.0,0.6273,0.0135,8.7246,0.079,1.1747,0.1774,10.3146,0.064,0.6173,2.8807,6.1194,26.098,0.6273,0.0135,19.4573,0.2659,8.7246,0.079,1.1747,0.1774,23.379,0.965,10.3146,0.064,0.4035,0.1733,3,0.3474275324675325,0.151748427672956,clean,1.401293947390823
ppbr,PPBR (AZ),measured,Grok 4.5,grok45,xAI,reg,1,500,500,0.0,low,1.2381,334.0,500,488,488,3,20,0.9672,0.3168,9.371,0.1939,1.2352,0.5572,9.3911,0.1989,1.2352,0.5572,9.3911,0.1989,0.5134,0.445,17.768,3.81,232,48,6,232,50,7,1.2295,hit3,12.5,R23,1.2295,1.2,20.6897,12.5,0.6244,0.0835,9.619,0.2849,0.9656,0.3118,9.322,0.1704,0.4098,2.2541,3.8443,22.4523,0.6244,0.0835,17.094,0.0965,9.619,0.2849,0.9656,0.3118,21.4248,0.7256,9.322,0.1704,0.7006,0.4958,3,0.5201265486725664,0.3381094736842105,clean,1.2733015741507872
ppbr,PPBR (AZ),measured,Grok 4.5,grok45,xAI,t1024,1,500,500,0.0,max_tokens:1024,2.8989,815.0,499,488,488,3,20,0.9756,0.1534,8.9869,0.1194,1.4288,0.5577,9.4001,0.1484,1.4288,0.5577,9.4001,0.1484,0.4998,0.4419,18.1043,3.68,241,54,7,241,58,8,1.4344,hit3,12.963,R23,1.4344,1.4028,22.4066,12.963,0.6634,0.0405,8.6414,0.1574,0.9593,0.1424,8.8374,0.1039,0.6148,2.6639,4.998,21.8781,0.6634,0.0405,18.7827,0.094,8.6414,0.1574,0.9593,0.1424,21.8968,0.3423,8.8374,0.1039,0.3367,0.2594,3,0.2925602179836512,0.228398250728863,clean,1.4952569581986863
ppbr,PPBR (AZ),measured,Claude Haiku 4.5,haiku45,Anthropic,reg,1,500,500,0.0,none,0.2326,0.0,500,488,488,3,20,0.7371,0.5007,11.1982,0.4593,0.8041,0.5542,9.7484,0.3148,0.8041,0.5542,9.7484,0.3148,0.107,0.2754,33.6843,7.53,180,34,4,180,34,4,0.8197,hit3,11.7647,R23,0.8197,0.8,18.8889,11.7647,0.3441,0.09,7.3068,0.2029,0.7256,0.4848,11.024,0.4433,0.2049,1.6393,2.6299,23.6921,0.3441,0.09,16.1465,0.1799,7.3068,0.2029,0.7256,0.4848,17.7918,0.2314,11.024,0.4433,0.8899,0.8521,3,0.7203074803149606,0.6752488888888889,clean,1.1296857772877618
ppbr,PPBR (AZ),measured,Claude Haiku 4.5,haiku45,Anthropic,t1024,1,500,500,0.0,max_tokens:1024,1.5936,441.5,449,441,441,3,20,0.0355,1.0,5.6058,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0527,0.0063,79.6388,90.24,23,3,0,23,3,0,0.0,hit3,0.0,R23,0.0,0.0,13.0435,0.0,0.029,1.0,6.4835,1.0,0.037,1.0,6.1483,1.0,0.0,0.0,0.0,0.0,0.029,1.0,10.988,0.3718,6.4835,1.0,0.037,1.0,10.1351,0.3448,6.1483,1.0,1.0,1.0,0,,,untestable,
ppbr,PPBR (AZ),measured,Kimi K3,kimik3,Moonshot,reg,1,500,500,0.0,none,0.3699,0.0,498,486,486,3,20,0.9431,0.7111,12.1107,0.6837,0.6622,0.3958,6.3817,0.1584,0.6622,0.3958,6.3817,0.1584,0.2982,0.2681,23.5768,7.57,185,40,4,185,40,4,0.823,hit3,10.0,R23,0.823,0.8032,21.6216,10.0,0.7315,0.4813,12.6941,0.6712,0.9348,0.7086,12.0537,0.6822,0.2058,1.6461,2.2727,20.0,0.7315,0.4813,18.4401,0.1479,12.6941,0.6712,0.9348,0.7086,19.9481,0.1189,12.0537,0.6822,1.0,1.0,3,0.9049267226890755,0.8853335628227196,clean,0.8804022250748823
ppbr,PPBR (AZ),measured,Kimi K3,kimik3,Moonshot,t1024,1,500,500,0.0,max_tokens:1024,7.7073,365.5,493,481,481,3,20,0.9752,0.7451,11.3135,0.6442,0.6079,0.3388,5.6439,0.1144,0.6079,0.3388,5.6439,0.1144,0.5008,0.5148,18.51,4.35,210,41,4,210,43,4,0.8316,hit3,9.7561,R23,0.8316,0.8114,19.5238,9.7561,0.6743,0.4093,11.4387,0.5632,0.9653,0.7306,11.1972,0.6297,0.2079,1.6632,2.0823,19.0476,0.6743,0.4093,17.9332,0.2954,11.4387,0.5632,0.9653,0.7306,19.5714,0.5197,11.1972,0.6297,0.9848,0.9306,3,0.9105328925619834,0.8481829181494661,clean,0.8614938361131255
ppbr,PPBR (AZ),measured,Llama 4 Maverick,llama4mav,Meta,reg,1,500,500,0.0,none,0.02,0.0,500,488,488,3,20,0.9753,0.999,8.4125,0.9985,0.1946,0.6212,1.3033,0.2649,0.1946,0.6212,1.3033,0.2649,0.3043,0.3757,19.8964,3.295,245,60,1,245,60,1,0.2049,hit3,1.6667,R23,0.2049,0.2,24.4898,1.6667,0.9243,0.9935,8.6774,0.993,1.0317,0.9995,8.9317,0.9995,0.0,0.6148,0.0,5.4545,0.9243,0.9935,22.9398,0.2569,8.6774,0.993,1.0317,0.9995,22.9431,0.096,8.9317,0.9995,1.0,1.0,3,1.0,1.0,clean,0.19860424542018026
