dataset,dataset_name,ds_class,model,tag,vendor,arm,blocks,n_call,n_queried,trunc,reasoning,cost,think,n_pred,n_usable,n_mol,level,n_bins,mp_chance_hit,mp_p_hit,mp_chance_deep,mp_p_deep,rs_chance_hit,rs_p_hit,rs_chance_deep,rs_p_deep,rs_chance_hit3,rs_p_hit3,rs_chance_R23,rs_p_R23,pearson,spearman,rmse,medae,m1,m2,m3,h1,h2,h3,hit,hit_stat,deep,deep_stat,hit3,hit3_all,R12,R23,chance_hit,p_hit,chance_deep,p_deep,mb_chance_hit,mb_p_hit,mb_chance_deep,mb_p_deep,hit_lo,hit_hi,deep_lo,deep_hi,chance_hit3,p_hit3,chance_R12,p_R12,chance_R23,p_R23,mb_chance_hit3,mb_p_hit3,mb_chance_R12,mb_p_R12,mb_chance_R23,mb_p_R23,q_hit_joint,q_deep_joint,regime_old,smooth_floor,R12_smooth_floor,R23_smooth_floor,R13_smooth_floor,hit1_smooth_floor,floor_R12,floor_R23,guard_R12,guard_R23,testable,p_R12_binom,p_R23_binom,p_hit3_binom,p_m1_binom,floor_m1,rate_m1,q_hit3,q_R12,q_R23,first_figure_at_chance,verdict,evidence,regime,breadth_R12,breadth_R23,excess_R12,excess_R23,floor_hit3,rel_medae,excess_hit3,recall_signature
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Claude Sonnet 5,sonnet5,Anthropic,reg,1,500,500,0.0,none,0.2964,0.0,500,458,458,3,20,0.0,1.0,0.0,1.0,0.0031,1.0,0.1156,1.0,0.0031,1.0,0.1156,1.0,0.5843,0.53,0.9411,0.69,165,14,0,165,17,0,0.0,hit3,False,R23,0.0,0.0,8.4848,0.0,0.0003,1.0,0.0098,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0003,1.0,9.6753,0.7396,0.0098,1.0,0.0,1.0,9.9566,0.9335,0.0,1.0,1.0,1.0,untestable,0.4727,12.5946,10.1667,1.2805,36.917,14.685185,11.678801,False,False,True,0.9940180738492621,,1.0,8.09211635293215e-09,24.119154,36.02620087336245,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.5777795785344209,0.0,0.330744,13.205741626794259,0.0,False
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.6 terra,terra,OpenAI,reg,1,500,500,0.0,none,0.0545,0.0,500,458,458,3,20,0.3894,1.0,9.8207,1.0,0.0041,1.0,0.11,1.0,0.0041,1.0,0.11,1.0,0.6427,0.5212,0.9676,0.69,171,18,0,171,18,0,0.0,hit3,True,R23,0.0,0.0,10.5263,0.0,0.2636,1.0,10.4166,1.0,0.4121,1.0,10.4877,1.0,0.0,0.0,0.0,0.0,0.2636,1.0,9.6568,0.3563,10.4166,1.0,0.4121,1.0,10.5534,0.5077,10.4877,1.0,1.0,1.0,clean,0.4716,12.5078,10.2273,1.2792,36.8679,14.685185,11.678801,False,False,True,0.955130326742864,1.0,1.0,2.0552254500585742e-10,24.119154,37.33624454148472,,1.0,1.0,False,clean,both rungs at chance,clean,0.0,0.0,0.7167972347641518,0.0,0.330744,13.205741626794259,0.0,False
aqsoldb,AqSolDB,measured,Gemini 2.5 Pro,gem25pro,Google,reg,1,500,500,0.0,minimal,2.4699,955.5,500,469,469,3,20,0.3512,0.019,10.0954,0.02,1.0496,0.5437,21.1455,0.2274,1.0496,0.5437,21.1455,0.2274,0.8629,0.8707,1.4608,0.6216,143,18,5,143,19,5,1.0661,hit3,True,R23,1.0661,1.0,12.5874,27.7778,0.0933,0.0015,9.2042,0.1119,0.3171,0.0165,9.1665,0.0135,0.2132,2.1322,7.1429,50.0,0.0933,0.0015,10.2602,0.2809,9.2042,0.1119,0.3171,0.0165,12.0202,0.4043,9.1665,0.0135,0.0839,0.0722,clean,0.5341,13.6481,11.7193,1.5995,33.3934,12.139468,11.034906,False,False,True,0.47271506793797846,0.040997369176132295,0.00020115684707154696,8.837871275759974e-34,10.191138,30.49040511727079,,1.0,0.2186526356060389,False,clean,both rungs at chance,clean,0.136580119402985,0.6425835650319831,1.0368988163237467,2.5172665720940444,0.110712,23.300970873786408,9.629489124936773,True
aqsoldb,AqSolDB,measured,Gemini 3.1 Flash-Lite,gem31flashlite,Google,reg,1,500,500,0.0,none,0.0115,0.0,500,469,469,3,20,0.155,0.1579,6.405,0.2394,0.4625,0.6367,14.1965,0.6107,0.4625,0.6367,14.1965,0.6107,0.8074,0.8178,1.4558,0.701,123,18,2,123,18,2,0.4264,hit3,True,R23,0.4264,0.4,14.6341,11.1111,0.1014,0.0785,9.0728,0.3748,0.1533,0.1549,6.5993,0.2669,0.0,1.0661,0.0,29.0417,0.1014,0.0785,9.3403,0.0905,9.0728,0.3748,0.1533,0.1549,9.355,0.0185,6.5993,0.2669,0.4815,0.6496,clean,0.4403,13.1603,11.0516,1.4544,30.2729,12.139468,11.034906,False,False,True,0.2337214646171894,0.6059849310609677,0.09601133013270198,7.035184742798542e-23,10.191138,26.226012793176974,,0.867132674933667,1.0,False,clean,both rungs at chance,clean,0.65425466098081,0.0029247164179104523,1.2054976379525033,1.0069048164071357,0.110712,26.27731753945346,3.851434352193077,False
aqsoldb,AqSolDB,measured,Gemini 3.1 Pro,gem31pro,Google,reg,1,500,500,0.0,max_tokens:128,0.9444,268.0,500,469,469,3,20,0.6928,0.0005,11.3389,0.0005,3.877,0.1504,34.7508,0.03,3.877,0.1504,34.7508,0.03,0.8598,0.903,1.3711,0.4591,198,48,23,198,52,23,4.9041,hit3,True,R23,4.9041,4.6,24.2424,47.9167,0.0914,0.0005,8.3428,0.0245,0.5075,0.0005,8.5528,0.0005,2.9851,7.0362,32.7586,60.979,0.0914,0.0005,10.0317,0.002,8.3428,0.0245,0.5075,0.0005,15.1827,0.001,8.5528,0.0005,0.0037,0.0037,heavy,0.6684,14.9876,10.9386,1.6394,40.7729,12.139468,11.034906,False,False,True,1.949866279479814e-06,1.8378050515840057e-10,3.956483776425434e-30,2.1256330569417411e-72,10.191138,42.217484008528785,,1.5366110381572265e-05,1.7327876200649197e-09,False,contaminated,R12 + R23,partial,5.1095636162046905,3.7746791300639657,1.996990312919808,4.342284383754606,0.110712,17.209581287251194,44.29601127249078,True
aqsoldb,AqSolDB,measured,Gemini 3.5 Flash,gem35flash,Google,reg,1,500,500,0.0,minimal,0.0688,0.0,500,469,469,3,20,0.3256,1.0,9.417,1.0,0.0715,1.0,1.8278,1.0,0.0715,1.0,1.8278,1.0,0.8573,0.8659,1.3005,0.5262,162,21,0,162,21,0,0.0,hit3,True,R23,0.0,0.0,12.963,0.0,0.117,1.0,10.8196,1.0,0.3367,1.0,9.7114,1.0,0.0,0.0,0.0,0.0,0.117,1.0,10.0538,0.2439,10.8196,1.0,0.3367,1.0,10.7401,0.1694,9.7114,1.0,1.0,1.0,clean,0.5896,14.1074,11.2239,1.5834,37.2335,12.139468,11.034906,False,False,True,0.40915456774253495,1.0,1.0,9.555443521899935e-46,10.191138,34.54157782515991,,1.0,1.0,False,clean,both rungs at chance,clean,0.2844481535181238,0.0,1.0678392166773698,0.0,0.110712,19.7248566180605,0.0,False
aqsoldb,AqSolDB,measured,Gemini 3.6 Flash,gem36flash,Google,reg,1,500,500,0.0,minimal,0.0663,0.0,500,469,469,3,20,0.3623,0.5267,9.9809,0.5082,0.4227,0.5982,9.0993,0.4548,0.4227,0.5982,9.0993,0.4548,0.8056,0.8463,1.5378,0.5868,153,21,2,153,22,2,0.4264,hit3,True,R23,0.4264,0.4,13.7255,9.5238,0.0966,0.0705,9.6019,0.3693,0.3738,0.5397,10.4757,0.5287,0.0,1.0661,0.0,25.0,0.0966,0.0705,9.4048,0.1609,9.6019,0.3693,0.3738,0.5397,11.3171,0.1494,10.4757,0.5287,0.9218,0.9208,clean,0.5139,13.8832,10.6684,1.4811,34.694,12.139468,11.034906,False,False,True,0.30823329708691605,0.6906221241958583,0.09601133013270198,6.8685231568695315e-40,10.191138,32.6226012793177,,1.0,1.0,False,clean,both rungs at chance,clean,0.5174016972281452,0.0,1.1306508654250746,0.8630612712061163,0.110712,21.996476365408405,3.851434352193077,False
aqsoldb,AqSolDB,measured,Gemini 3 Flash,gem3flash,Google,reg,1,500,500,0.0,none,0.023,0.0,500,469,469,3,20,0.3562,1.0,9.4747,1.0,0.2975,1.0,6.8457,1.0,0.2975,1.0,6.8457,1.0,0.863,0.8729,1.3154,0.5474,173,20,0,173,22,0,0.0,hit3,True,R23,0.0,0.0,11.5607,0.0,0.1148,1.0,10.5219,1.0,0.3666,1.0,9.9015,1.0,0.0,0.0,0.0,0.0,0.1148,1.0,10.0463,0.3443,10.5219,1.0,0.3666,1.0,10.5319,0.3083,9.9015,1.0,1.0,1.0,clean,0.5437,14.0791,10.6494,1.4993,36.2633,12.139468,11.034906,False,False,True,0.6267037035230857,1.0,1.0,2.3727037511031675e-53,10.191138,36.88699360341151,,1.0,1.0,False,clean,both rungs at chance,clean,0.0,0.0,0.9523234461345423,0.0,0.110712,20.519548674888483,0.0,False
aqsoldb,AqSolDB,measured,GPT-4.1,gpt41,OpenAI,reg,1,500,500,0.0,none,0.1837,0.0,500,469,469,3,20,0.206,0.013,9.8131,0.036,0.7953,0.5212,29.0137,0.4458,0.7953,0.5212,29.0137,0.4458,0.7057,0.7213,1.7285,0.9792,100,13,4,100,13,4,0.8529,hit3,False,R23,0.8529,0.8,13.0,30.7692,0.1026,0.0015,8.7131,0.0725,0.1729,0.0075,8.2491,0.015,0.2132,1.7058,6.6667,56.25,0.1026,0.0015,10.1308,0.2244,8.7131,0.0725,0.1729,0.0075,9.6206,0.092,8.2491,0.015,0.0423,0.0778,untestable,0.3049,12.8086,9.9686,1.2768,23.8795,12.139468,11.034906,False,False,True,0.44088877635338236,,0.0019875855616889562,1.0639364687469603e-12,10.191138,21.321961620469082,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.18348230277185484,0.5470068699360341,1.0708871261903734,2.788351799281299,0.110712,36.705776511601755,7.703771948840234,True
aqsoldb,AqSolDB,measured,GPT-5,gpt5,OpenAI,reg,1,500,500,0.0,minimal,0.2118,0.0,500,469,469,3,20,0.1987,0.0685,8.9172,0.006,0.4833,0.3948,26.4201,0.1679,0.4833,0.3948,26.4201,0.1679,0.6197,0.709,2.4654,1.0098,114,7,3,114,7,3,0.6397,hit3,False,R23,0.6397,0.6,6.1404,42.8571,0.1252,0.022,11.3997,0.0475,0.1744,0.0405,7.7908,0.0015,0.0,1.4925,0.0,85.7143,0.1252,0.022,9.996,0.8071,11.3997,0.0475,0.1744,0.0405,9.7746,0.931,7.7908,0.0015,0.1843,0.0102,untestable,0.2889,12.4671,10.037,1.2513,23.0885,12.139468,11.034906,False,False,True,0.9885930851163864,,0.01582273921294327,1.3996372453749919e-18,10.191138,24.307036247334754,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.47495875906183366,0.5058211776661052,3.883775720427524,0.110712,37.85283202758931,5.778054772743696,True
aqsoldb,AqSolDB,measured,GPT-5.5,gpt55,OpenAI,reg,1,500,500,0.0,none,0.263,0.0,500,469,469,3,20,0.4188,0.3078,10.578,0.2624,0.5858,0.5142,15.7544,0.5197,0.5858,0.5142,15.7544,0.5197,0.8279,0.8371,1.491,0.7107,137,20,3,137,21,3,0.6397,hit3,True,R23,0.6397,0.6,14.5985,15.0,0.126,0.0255,10.8546,0.3288,0.4159,0.3093,10.4721,0.2579,0.0,1.4925,0.0,33.3333,0.126,0.0255,10.5661,0.1674,10.8546,0.3288,0.4159,0.3093,13.5707,0.3438,10.4721,0.2579,0.7006,0.6465,clean,0.4765,13.6181,11.5953,1.5791,30.1791,12.139468,11.034906,False,False,True,0.2220636457253367,0.3822168590000069,0.01582273921294327,2.5415836820986643e-30,10.191138,29.211087420042645,,0.8315574818650907,1.0,False,clean,both rungs at chance,clean,0.718321714285714,0.16908716417910447,1.2025650547453972,1.3593228614724948,0.110712,26.64092664092664,5.778054772743696,True
aqsoldb,AqSolDB,measured,Grok 4.3,grok43,xAI,reg,1,500,500,0.0,none,0.0949,0.0,500,469,469,3,20,0.2422,0.7041,11.6723,0.6972,0.2111,0.6252,8.4524,0.5797,0.2111,0.6252,8.4524,0.5797,0.7338,0.7564,1.7555,1.0422,118,15,1,118,15,1,0.2132,hit3,True,R23,0.2132,0.2,12.7119,6.6667,0.1545,0.5182,11.1352,0.5172,0.2339,0.6842,11.5005,0.6822,0.0,0.6397,0.0,22.2348,0.1545,0.5182,10.7327,0.2964,11.1352,0.5172,0.2339,0.6842,8.823,0.05,11.5005,0.6822,1.0,1.0,clean,0.3134,12.5077,11.1364,1.3929,22.5021,12.139468,11.034906,False,False,True,0.4660680087649217,0.8269009719050302,0.4051981311487964,1.922481134273754e-20,10.191138,25.15991471215352,,1.0,1.0,False,clean,both rungs at chance,clean,0.144014447761194,0.0,1.047154619955339,0.6041465147052454,0.110712,39.067361397458484,1.9257171760965386,False
aqsoldb,AqSolDB,measured,Grok 4.5,grok45,xAI,reg,1,500,500,0.0,low,1.2897,338.5,499,468,468,3,20,0.6036,0.5392,11.1175,0.6297,0.9399,0.8166,11.702,0.7131,0.9399,0.8166,11.702,0.7131,0.8778,0.872,1.1573,0.5,185,35,3,185,36,3,0.641,hit3,True,R23,0.641,0.6012,18.9189,8.5714,0.1213,0.0215,10.3329,0.4203,0.5856,0.5227,11.0343,0.6312,0.0,1.2874,0.0,18.762,0.1213,0.0215,10.1832,0.025,10.3329,0.4203,0.5856,0.5227,15.1516,0.071,11.0343,0.6312,0.9208,0.9873,clean,0.6109,14.37,11.1457,1.6016,38.1407,12.139468,11.034906,False,False,True,0.005143193305263975,0.7579436900883627,0.015734241428393688,2.2999074138181515e-62,10.191138,39.52991452991453,,0.03394507581474223,1.0,False,contaminated,"R12 only (broad, R23 at chance)",partial,2.6799111538461533,0.0,1.5584620347448503,0.7767533316550228,0.110712,18.74273718933913,5.789796950646723,False
aqsoldb,AqSolDB,measured,Claude Haiku 4.5,haiku45,Anthropic,reg,1,500,500,0.0,none,0.1376,0.0,496,465,465,3,20,0.1994,0.2379,9.0193,0.024,0.3378,0.4653,12.8566,0.052,0.3378,0.4653,12.8566,0.052,0.7529,0.7728,1.5552,0.9267,109,6,2,109,12,2,0.4301,hit3,False,R23,0.4301,0.4032,5.5046,33.3333,0.1312,0.1299,11.0634,0.1169,0.1841,0.2124,8.3055,0.0155,0.0,1.0753,0.0,80.0,0.1312,0.1299,8.9055,0.8031,11.0634,0.1169,0.1841,0.2124,9.3308,0.9555,8.3055,0.0155,0.5738,0.0796,untestable,0.3443,12.9253,10.8317,1.4,24.5959,12.139468,11.034906,False,False,True,0.9935784797735664,,0.0946456273665081,1.215570835404617e-16,10.191138,23.440860215053764,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.28772164301075265,0.4534465596021176,3.0207144492214075,0.110712,34.737789106721145,3.884854396994002,True
aqsoldb,AqSolDB,measured,Kimi K3,kimik3,Moonshot,reg,1,500,500,0.2,none,0.5698,0.0,500,469,469,3,20,0.2353,0.6712,7.1591,0.4073,0.2043,0.6137,6.6294,0.3908,0.2043,0.6137,6.6294,0.3908,0.8239,0.8352,1.4118,0.7339,146,13,1,146,15,1,0.2132,hit3,False,R23,0.2132,0.2,8.9041,7.6923,0.0983,0.3668,9.0886,0.3663,0.2277,0.6677,6.9694,0.3903,0.0,0.6397,0.0,25.0,0.0983,0.3668,10.0983,0.5922,9.0886,0.3663,0.2277,0.6677,11.5791,0.8691,6.9694,0.3903,0.9957,0.7791,untestable,0.4318,13.3405,10.9047,1.4547,29.6802,12.139468,11.034906,False,False,True,0.9120861262445346,,0.4051981311487964,1.439691756291848e-35,10.191138,31.13006396588486,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.7334835431009002,0.6970879498203247,0.110712,27.510589646511978,1.9257171760965386,False
aqsoldb,AqSolDB,measured,Llama 4 Maverick,llama4mav,Meta,reg,1,500,500,0.0,none,0.0184,0.0,500,469,469,3,20,0.2407,1.0,9.1818,1.0,0.0414,1.0,1.7054,1.0,0.0414,1.0,1.7054,1.0,0.7263,0.7409,1.6341,0.9737,118,11,0,118,13,0,0.0,hit3,False,R23,0.0,0.0,9.322,0.0,0.1433,1.0,10.3389,1.0,0.2486,1.0,9.5245,1.0,0.0,0.0,0.0,0.0,0.1433,1.0,10.0598,0.5647,10.3389,1.0,0.2486,1.0,10.5118,0.6892,9.5245,1.0,1.0,1.0,untestable,0.3049,12.3937,10.2767,1.2737,23.9392,12.139468,11.034906,False,False,True,0.8614072875111134,,1.0,1.922481134273754e-20,10.191138,25.15991471215352,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.7679084454112814,0.0,0.110712,36.49960640251903,0.0,False
aqsoldb,AqSolDB,measured,GPT-5.6 luna,luna,OpenAI,reg,1,500,500,0.0,none,0.0053,0.0,496,465,465,3,20,0.4039,0.5757,10.707,0.1509,0.2494,0.3198,8.4094,0.1189,0.2494,0.3198,8.4094,0.1189,0.4352,0.7896,4.4533,0.7618,129,11,2,129,12,2,0.4301,hit3,False,R23,0.4301,0.4032,8.5271,18.1818,0.1165,0.0995,9.7204,0.2364,0.4096,0.5822,10.6343,0.1454,0.0,1.2903,0.0,46.1538,0.1165,0.0995,10.9774,0.6757,9.7204,0.2364,0.4096,0.5822,13.5438,0.9795,10.6343,0.1454,0.9716,0.4602,untestable,0.3817,12.8289,10.2844,1.3194,28.9275,12.139468,11.034906,False,False,True,0.9238171408824246,,0.0946456273665081,2.4624792885411408e-26,10.191138,27.741935483870968,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.1690667397849462,0.7024278164413795,1.6476624268480402,0.110712,28.556434381677104,3.884854396994002,True
aqsoldb,AqSolDB,measured,MiniMax M3,minimaxm3,MiniMax,reg,1,500,500,0.2,none,2.0482,0.0,489,459,459,3,20,0.2944,0.0105,10.1345,0.024,0.7178,0.2269,17.1063,0.0875,0.7178,0.2269,17.1063,0.0875,0.6839,0.7535,1.9334,0.7544,134,17,5,134,18,5,1.0893,hit3,True,R23,1.0893,1.0225,12.6866,29.4118,0.1063,0.0005,9.5806,0.096,0.2565,0.004,8.948,0.01,0.2179,2.1786,7.6923,53.8462,0.1063,0.0005,9.709,0.2289,9.5806,0.096,0.2565,0.004,9.9201,0.1164,8.948,0.01,0.0241,0.0552,partial,0.3571,13.0514,9.5632,1.2481,28.6141,12.139468,11.034906,False,False,True,0.4621278778566054,0.03248058792814514,0.0001821750987421942,1.1440132391719932e-29,10.191138,29.193899782135077,,1.0,0.17864323360479828,False,clean,both rungs at chance,clean,0.15971958169934644,0.6806243965141613,1.045070508855907,2.6653421424704478,0.110712,28.27904187127488,9.839041838283112,True
aqsoldb,AqSolDB,measured,Mistral Large 2512,mistrall,Mistral,reg,1,500,500,0.0,minimal,0.0233,0.0,500,469,469,3,20,0.2522,0.1044,13.534,0.1959,0.7211,0.6637,27.3006,0.6122,0.7211,0.6637,27.3006,0.6122,0.7057,0.7067,1.6955,1.105,108,13,3,108,14,4,0.6397,hit3,False,R23,0.6397,0.6,12.037,23.0769,0.1423,0.032,10.9731,0.1799,0.2245,0.0835,12.273,0.1639,0.0,1.4925,0.0,50.0,0.1423,0.032,9.4166,0.2289,10.9731,0.1799,0.2245,0.0835,8.1439,0.0565,12.273,0.1639,0.3204,0.4958,untestable,0.2793,12.2736,10.6202,1.3035,21.4286,12.139468,11.034906,False,False,True,0.5569223127271321,,0.01582273921294327,6.166529463244296e-16,10.191138,23.02771855010661,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.33378725373134327,0.9915591029195019,2.091263849460974,0.110712,41.42144918843948,5.778054772743696,True
aqsoldb,AqSolDB,measured,Claude Opus 5,opus5,Anthropic,reg,1,500,500,0.0,none,0.6379,0.0,500,469,469,3,20,0.5729,0.001,9.3232,0.0145,1.7226,0.4318,20.4637,0.3448,1.7226,0.4318,20.4637,0.3448,0.9095,0.9124,0.986,0.416,198,39,9,198,40,9,1.919,hit3,True,R23,1.919,1.8,19.697,23.0769,0.1037,0.0005,8.9904,0.1624,0.5099,0.0005,8.4557,0.0065,0.8529,2.9904,9.9939,36.1111,0.1037,0.0005,10.725,0.028,8.9904,0.1624,0.5099,0.0005,15.7014,0.057,8.4557,0.0065,0.0037,0.0371,partial,0.791,15.4662,11.8059,1.8259,43.323,12.139468,11.034906,False,False,True,0.0015663003674453845,0.023734847691084485,4.42914357520151e-09,2.1256330569417411e-72,10.191138,42.217484008528785,,0.011026754586815507,0.1362173867488327,False,contaminated,"R12 only (broad, R23 at chance)",partial,3.190587070362473,1.0013617611940298,1.6225587480439834,2.091263849460974,0.110712,15.593957341530158,17.333261073777006,True
aqsoldb,AqSolDB,measured,Qwen3-235B,qwen3,Alibaba,reg,1,500,500,0.0,max_tokens:128,0.0131,0.0,500,469,469,3,20,0.2019,0.6522,11.5683,0.3898,0.1318,0.4623,8.1896,0.2804,0.1318,0.4623,8.1896,0.2804,0.6507,0.6526,1.8823,1.3095,86,7,1,86,9,1,0.2132,hit3,False,R23,0.2132,0.2,8.1395,14.2857,0.1713,0.5572,11.9845,0.4183,0.2018,0.6507,11.5429,0.3853,0.0,0.6397,0.0,50.0,0.1713,0.5572,10.874,0.7526,11.9845,0.4183,0.2018,0.6507,10.0152,0.7531,11.5429,0.3853,0.9873,0.7751,untestable,0.2548,11.9292,11.4081,1.3609,18.7228,12.139468,11.034906,False,False,True,0.9097969463883792,,0.4051981311487964,7.058808339858645e-08,10.191138,18.33688699360341,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.04851952665245202,0.6704989048943495,1.2945919068091745,0.110712,49.087228698879194,1.9257171760965386,True
aqsoldb,AqSolDB,measured,GPT-5.6 sol,sol,OpenAI,reg,1,500,500,0.0,none,0.263,0.0,500,469,469,3,20,0.4128,0.003,11.2466,0.002,1.1907,0.3253,28.0671,0.2014,1.1907,0.3253,28.0671,0.2014,0.7888,0.8448,1.7181,0.7278,126,19,7,126,20,7,1.4925,hit3,True,R23,1.4925,1.4,15.0794,36.8421,0.1184,0.0005,10.6912,0.0595,0.3587,0.002,9.9374,0.002,0.4264,2.5586,14.8148,57.9057,0.1184,0.0005,10.6907,0.1559,10.6912,0.0595,0.3587,0.002,14.5902,0.4168,9.9374,0.002,0.0131,0.0131,heavy,0.435,13.2602,11.0659,1.4674,29.6429,12.139468,11.034906,False,False,True,0.18859002146821377,0.003006370004838588,1.235520153400671e-06,2.1302445964992664e-24,10.191138,26.865671641791046,,0.7543600858728551,0.020615108604607458,False,contaminated,R23 only (concentrated),trace,0.7898230959488272,1.045494213219616,1.2421796408211627,3.3386872529770533,0.110712,27.28192825280204,13.48092347712985,True
aqsoldb,AqSolDB,measured,Claude Sonnet 5,sonnet5,Anthropic,reg,1,500,500,0.0,none,0.2552,0.0,500,469,469,3,20,0.3749,0.0295,9.2318,0.1224,1.0686,0.5537,21.5315,0.6807,1.0686,0.5537,21.5315,0.6807,0.8744,0.8592,1.1431,0.5573,171,29,5,171,31,6,1.0661,hit3,True,R23,1.0661,1.0,16.9591,17.2414,0.082,0.0005,7.5706,0.1894,0.358,0.023,8.837,0.1029,0.2132,1.919,3.8426,31.0399,0.082,0.0005,9.5612,0.046,7.5706,0.1894,0.358,0.023,11.1465,0.004,8.837,0.1029,0.1105,0.3736,clean,0.581,14.3757,11.2603,1.6187,35.8934,12.139468,11.034906,False,False,True,0.03951148588637343,0.21060801921284333,0.00020115684707154696,6.2222769524825736e-52,10.191138,36.46055437100213,,0.21287820967352217,0.8058045952491397,False,clean,both rungs at chance,clean,1.757251539445629,0.3837691385927505,1.3970216816750123,1.5624419455861245,0.110712,20.8906548712374,9.629489124936773,True
aqsoldb,AqSolDB,measured,GPT-5.6 terra,terra,OpenAI,reg,1,500,500,0.0,none,0.0527,0.0,499,468,468,3,20,0.3808,0.5462,10.7733,0.5642,0.4792,0.6757,12.0708,0.6457,0.4792,0.6757,12.0708,0.6457,0.7649,0.8014,1.9109,0.7917,135,22,2,135,23,2,0.4274,hit3,True,R23,0.4274,0.4008,16.2963,9.0909,0.1302,0.1234,10.0788,0.4508,0.3631,0.5182,10.3736,0.5297,0.0,1.0684,0.0,22.2312,0.1302,0.1234,10.5321,0.093,10.0788,0.4508,0.3631,0.5182,12.0185,0.0555,10.3736,0.5297,0.918,0.9208,clean,0.3955,12.7941,11.0945,1.4194,27.8646,12.139468,11.034906,False,False,True,0.0925517810887646,0.7152910029239627,0.09566937452110386,2.639312997381002e-29,10.191138,28.846153846153847,,0.43631553941846174,1.0,False,clean,both rungs at chance,clean,1.199085085470085,0.0,1.34242291342586,0.8238312134240201,0.110712,29.67725006559958,3.860466796733868,False
bace,BACE,measured,Gemini 2.5 Pro,gem25pro,Google,reg,1,500,500,0.0,minimal,2.4081,932.0,500,474,474,3,20,0.6506,0.6427,18.9647,0.6082,0.4294,0.3298,9.7857,0.1534,0.4294,0.3298,9.7857,0.1534,0.275,0.2262,1.5881,1.0282,114,18,3,114,19,3,0.6329,hit3,True,R23,0.6329,0.6,15.7895,16.6667,0.3999,0.2989,15.8045,0.4568,0.6617,0.6567,19.2212,0.6202,0.0,1.4768,0.0,36.8586,0.3999,0.2989,10.7248,0.0565,15.8045,0.4568,0.6617,0.6567,14.1315,0.2654,19.2212,0.6202,0.9873,0.9873,clean,0.3386,11.1899,11.1227,1.2446,27.2057,12.596369,24.377747,False,False,True,0.1854148325967993,0.8514903825697436,0.3172590584315476,0.06048767031156928,21.016059,24.050632911392405,,0.7473208519932063,1.0,False,clean,both rungs at chance,clean,0.7679618860759496,0.0,1.2534961463894874,0.6836850017353941,0.417224,15.244499111009368,1.5169309531570572,False
bace,BACE,measured,Gemini 3.1 Flash-Lite,gem31flashlite,Google,reg,1,500,500,0.0,none,0.0137,0.0,500,474,474,3,20,0.4444,0.3513,12.6851,0.1404,0.554,0.4943,12.4625,0.1194,0.554,0.4943,12.4625,0.1194,0.3989,0.3905,1.44,0.9042,141,14,3,141,18,3,0.6329,hit3,False,R23,0.6329,0.6,9.9291,21.4286,0.2936,0.1689,12.7406,0.2144,0.4438,0.3458,12.5226,0.1294,0.0,1.4768,0.0,45.4545,0.2936,0.1689,9.9614,0.4883,12.7406,0.2144,0.4438,0.3458,11.9296,0.8356,12.5226,0.1294,0.7267,0.4252,untestable,0.3576,11.6458,10.3606,1.2066,29.6371,12.596369,24.377747,False,False,True,0.8619402907501715,,0.3172590584315476,4.808593300336402e-06,21.016059,29.746835443037973,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.7882509634323988,0.8790229876452488,0.417224,13.406026158504835,1.5169309531570572,True
bace,BACE,measured,Gemini 3.1 Pro,gem31pro,Google,reg,1,500,500,0.0,max_tokens:128,0.8827,253.0,500,474,474,3,20,0.71,0.4528,21.6992,0.2384,0.7921,0.5232,26.1196,0.4103,0.7921,0.5232,26.1196,0.4103,0.5339,0.4921,1.5315,0.9347,133,14,4,133,15,4,0.8439,hit3,False,R23,0.8439,0.8,10.5263,28.5714,0.6129,0.3278,24.6092,0.3773,0.7177,0.4703,22.0098,0.2509,0.211,1.6878,5.8824,50.0,0.6129,0.3278,11.0857,0.5707,24.6092,0.3773,0.7177,0.4703,11.6832,0.7096,22.0098,0.2509,0.8843,0.6321,untestable,0.3597,11.4887,10.7639,1.2366,29.0876,12.596369,24.377747,False,False,True,0.7999584817516718,,0.1384828325577748,0.00016661604194988534,21.016059,28.059071729957807,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.12386401265822784,0.8356614513277597,1.1720279154591275,0.417224,13.858231199241837,2.022654497344352,True
